Y,log,BIC,AIC,ridge,lasso,elast,arbre,foret
1,0.7419157028058813,0.6886292164905725,0.6886292164905725,0.6774119921444127,0.5983539182769575,0.6050230284108209,1.0,0.81
1,0.2922725921000248,0.3623613921093594,0.3334705158247937,0.3167758316745968,0.37268103221827786,0.3579517924007526,0.0,0.25
0,0.25051251918917744,0.31330469113249965,0.2296236622836356,0.2856693712942396,0.314003123461741,0.2968529296051701,0.6666666666666666,0.17
1,0.7186688935199013,0.7195322199913673,0.680653117423137,0.6790723281629626,0.6956938082777054,0.6815188990190679,1.0,0.77
1,0.7125184099839149,0.7109297140222284,0.7109297140222284,0.649601033005211,0.5187011026914041,0.5353419767148456,0.4,0.42
0,0.6330391058661369,0.6394244250349547,0.6394244250349547,0.6030500087420818,0.5668223445724134,0.6101466816167058,1.0,0.58
0,0.24248818894997032,0.20044835753236556,0.25044339831378887,0.24731614827759946,0.2419205892015527,0.2422725255784426,0.2222222222222222,0.19
1,0.574503442407922,0.6810867681538709,0.6498689177345036,0.4938314423807268,0.554156785471589,0.5515934520053541,1.0,0.46
0,0.134918051483817,0.14973609164357146,0.1514141385922656,0.17360836706481048,0.1556773581530467,0.17083667785949785,0.0,0.11
1,0.6279245506931806,0.6608051155887511,0.6608051155887511,0.5568718408283966,0.4572964281380042,0.4614571521757232,0.625,0.6
1,0.6135897271544505,0.5367491020813373,0.5367491020813373,0.5595401138269221,0.38815670773434996,0.38390206163599017,0.625,0.47
1,0.6590482554630365,0.6509601959429766,0.6509601959429766,0.6020452644063435,0.5119693174582156,0.5344040171331944,0.0,0.37
0,0.03754230999426725,0.036849432402350085,0.0399726711894895,0.06261620880793703,0.04762811252637471,0.05681313999182483,0.0,0.0
0,0.028369046855402348,0.027572277597148954,0.027572277597148954,0.07260232271703551,0.08592497953830523,0.07742829353615116,0.0,0.03
0,0.5245631387499845,0.6878709440131868,0.5980015725399099,0.46900588034120827,0.5210572767142265,0.5324963172411226,1.0,0.6
0,0.21765289255939665,0.42542432201414165,0.24516802048970787,0.2531599410763246,0.36766541166136174,0.22994433766561673,0.0,0.29
0,0.8700815855528808,0.843700941284216,0.843700941284216,0.7592443101123587,0.6978708157962455,0.7079086495697193,0.5714285714285714,0.47
1,0.9003733624884944,0.9100567086458597,0.9003641719705187,0.8219010637097871,0.7870467743999873,0.8149792797127597,0.4,0.88
1,0.7867508264127785,0.7788706188864662,0.7929104494091453,0.7014543818294317,0.677925485059068,0.6962028755485123,1.0,0.54
1,0.7194388705424296,0.7756148738900228,0.7756148738900228,0.6559538974506847,0.653362488679097,0.6666358671377249,0.6,0.63
1,0.07928411333015126,0.07220212713679719,0.0819450559205495,0.09706891059878282,0.12778789601787852,0.08348019754070109,0.625,0.27
0,0.38213421198360503,0.4000164119127293,0.3859824293770403,0.39289294822357534,0.3890006980711504,0.3904001954517068,0.0,0.16
0,0.677824273124509,0.5988335375337832,0.633694263141528,0.5941051470052401,0.6055734705249929,0.5742473685195373,0.8333333333333334,0.7
0,0.26662263381693474,0.29413195189354413,0.29413195189354413,0.2750753029470147,0.32599516614767005,0.31435934116985326,0.4444444444444444,0.43
0,0.6107231640804426,0.618078156305744,0.618078156305744,0.5796054228095926,0.5555236844098677,0.5944862599249423,1.0,0.72
1,0.7586146976824558,0.7076252906893101,0.7076252906893101,0.7028643001576096,0.6239346856116028,0.7143424569149412,0.8,0.56
0,0.39302721575441046,0.5480539198408676,0.5480539198408676,0.4195974848425726,0.48233962944867553,0.431660044273782,0.0,0.48
1,0.6478619334798567,0.590045108116954,0.590045108116954,0.5623034777113335,0.458862021806915,0.4611228422236345,1.0,0.68
0,0.646653051148814,0.6732003513227411,0.6494372198227257,0.5831647176113498,0.5809037196785595,0.590795696761578,1.0,0.68
1,0.4254644137626332,0.49130339520550337,0.49130339520550337,0.4149150938249873,0.4586291435236251,0.44258656588560324,0.6,0.53
1,0.21716162016233867,0.19175348750828547,0.19175348750828547,0.23719902306977772,0.28215246982058767,0.27405537877275365,0.0,0.28
1,0.3876091230757772,0.19982976204934888,0.30037486397429236,0.3628740837362557,0.28293118654651406,0.36273659449479057,0.42857142857142855,0.32
1,0.6578197881141953,0.6929182397195193,0.6929182397195193,0.6098131694555277,0.5912225990760133,0.5868448442873295,1.0,0.71
1,0.25144307250236025,0.29092559819949854,0.2661802441835197,0.313615635924335,0.29483878926785756,0.30450706466377453,0.16666666666666666,0.25
0,0.33614564739227937,0.2946205909848458,0.3758405792194466,0.35431560773329235,0.3550169304700763,0.35686321032770907,0.42857142857142855,0.23
1,0.13882819891990456,0.13308318275035858,0.13308318275035858,0.1579515133277376,0.16057138279709668,0.14845792583020145,1.0,0.32
0,0.16081326640389962,0.16600343994820627,0.16600343994820627,0.19967565426787848,0.20207456269138754,0.1773244273011897,0.2,0.32
0,0.16612561650967259,0.2248117852305654,0.2248117852305654,0.20633906612232727,0.20740252023823091,0.19994556108592587,0.0,0.25
0,0.28523670992648,0.27834195941006773,0.28212718707256906,0.28287960462092887,0.272219300244597,0.27842721878507665,0.5,0.26
1,0.8862158667781594,0.8840677714831452,0.8840677714831452,0.8245804031344114,0.8497471680066876,0.8522186283361465,1.0,0.77
1,0.3961986035292928,0.43028504212237995,0.43028504212237995,0.3960860638989284,0.3996870578919905,0.3923232532476021,0.0,0.33
0,0.04330951071208343,0.037174573074320545,0.037174573074320545,0.06812132530054595,0.07489302009200413,0.05017263435186465,0.0,0.08
0,0.018266686325339728,0.017634443595318218,0.017941034274339455,0.04026487904332786,0.024776313097375224,0.0325426328695121,0.0,0.06
1,0.31005258324906637,0.37757867497338693,0.33526831174448674,0.3300451897067088,0.37494770774146813,0.3628180219339773,1.0,0.24
0,0.008437123820952214,0.04058529199464331,0.03645641582198273,0.033899845944389426,0.061048033978858045,0.06909667696565197,0.0,0.03
0,0.3294164415342525,0.32867956245840474,0.30722538534885174,0.30880748772883276,0.3191607739437589,0.31454377483126883,1.0,0.21
1,0.8592515844800377,0.8481107574916442,0.8481107574916442,0.8046019625964457,0.7688111160723865,0.8382516903672599,1.0,0.78
1,0.2693525733149391,0.33994932234862285,0.3021481385468099,0.31697342790402977,0.3209796125723121,0.32882527348787643,0.16666666666666666,0.26
0,0.037605943836155245,0.034047628985993825,0.034047628985993825,0.0618187864244887,0.0829234719491664,0.08459229668468504,0.4,0.04
